date,cantine_id,type_cantine,jour_semaine,mois,semaine_annee,vacances,jour_ferie,nb_inscrits,nb_absents_prevus,menu_type,viande,poisson,vegetarien,dessert_populaire,temperature,pluie,evenement_special,stock_disponible_kg,quantite_produite_kg,nb_repas_consommés,portion_moyenne_kg,quantite_consommee_kg,gaspillage_kg,gaspillage_pct
2025-03-17,1,scolaire,Lundi,3,12,0,0,476,45,gourmet,1,0,0,0,12.311411298785393,0,0,236.99223631265724,234.33816812380482,407,0.5358912488426474,218.1077382789575,16.394037590931912,0.06995888771423128
2025-03-17,2,entreprise,Lundi,3,12,0,0,243,20,gourmet,1,0,0,0,12.311411298785393,0,0,123.62385035423199,128.11635317216,213,0.551078842912231,117.3797935403052,11.949670919168854,0.09327201893665475
2025-03-18,1,scolaire,Mardi,3,12,0,0,484,42,eco,1,0,0,0,15.488250556069751,0,0,224.05906282138207,243.44223173525427,448,0.5071374211829902,227.19756468997963,16.888721480431325,0.0693746576345799
2025-03-18,2,entreprise,Mardi,3,12,0,0,237,7,eco,1,0,0,0,15.488250556069751,0,0,111.77242406016717,121.45126225505611,232,0.5355555460580246,124.2488866854617,1.7028759407366287,0.014021064162844769
2025-03-19,1,scolaire,Mercredi,3,12,0,0,451,29,pizza,1,0,0,1,16.647611113002007,0,0,243.37340345816068,236.53505224885615,436,0.5116928547964064,223.09808469123317,14.731196698090185,0.062279127588208964
2025-03-19,2,entreprise,Mercredi,3,12,0,0,239,9,pizza,1,0,0,1,16.647611113002007,0,0,162.17720982577492,139.91985469103324,229,0.5502738418185334,126.01270977644415,15.696788621202916,0.11218414038425131
2025-03-20,1,scolaire,Jeudi,3,12,0,0,512,32,eco,1,0,0,0,10.579627442093773,1,0,243.21704866863197,239.85074025662632,475,0.4819414564382595,228.92219180817324,12.104090932771825,0.050465097250986815
2025-03-20,2,entreprise,Jeudi,3,12,0,0,236,20,eco,1,0,0,0,10.579627442093773,1,0,123.44716626480104,108.74338120085213,202,0.5154878847246551,104.12855271438033,5.910823454615857,0.054355707808077046
2025-03-21,1,scolaire,Vendredi,3,12,0,0,476,48,poisson,0,1,0,1,11.703404184725294,0,0,198.3329678210217,223.971869795633,390,0.5507151198399198,214.77889673756874,11.383529817403018,0.050825712299451334
2025-03-21,2,entreprise,Vendredi,3,12,0,0,253,19,poisson,0,1,0,1,11.703404184725294,0,0,120.15405682351471,125.74416669347227,207,0.5892288858448441,121.97037936988274,4.737024249873777,0.03767192049092238
2025-03-22,1,scolaire,Samedi,3,12,0,0,483,44,standard,1,0,0,0,12.159328894758168,1,1,0.0,0.0,0,0.5190256319613976,0.0,0.9995259355795127,0.0
2025-03-22,2,entreprise,Samedi,3,12,0,0,247,13,standard,1,0,0,0,12.159328894758168,1,1,16.338017399686656,0.0,0,0.5503166113333284,0.0,2.0024388644656463,0.0
2025-03-23,1,scolaire,Dimanche,3,12,0,0,485,18,eco,1,0,0,0,11.957951918102706,0,0,15.696188530909481,0.0,0,0.5045645666027782,0.0,1.0275699830704943,0.0
2025-03-23,2,entreprise,Dimanche,3,12,0,0,230,11,eco,1,0,0,0,11.957951918102706,0,0,0.0,0.0,1,0.5641170724177647,0.5641170724177647,1.1024004476730553,0.0
2025-03-24,1,scolaire,Lundi,3,13,0,0,470,36,eco,1,0,0,0,9.86016064258363,0,0,187.06497135638682,211.28832695931231,371,0.4706590950921802,174.61452427919886,38.97595079710624,0.18446807430403772
2025-03-24,2,entreprise,Lundi,3,13,0,0,262,14,eco,1,0,0,0,9.86016064258363,0,0,124.44825502370628,138.252762732382,225,0.5468311110188102,123.03699997923229,16.882165298786752,0.1221108711691051
2025-03-25,1,scolaire,Mardi,3,13,0,0,479,35,standard,1,0,0,0,13.774939454189745,1,0,255.2509823507103,241.85495791552464,447,0.5088934556236197,227.47537466375798,15.790637096806183,0.06528969772999879
2025-03-25,2,entreprise,Mardi,3,13,0,0,241,19,standard,1,0,0,0,13.774939454189745,1,0,170.27822582757122,132.57336690060214,215,0.5663298852334662,121.76092532519523,12.243949506940808,0.09235602740723028
2025-03-26,1,scolaire,Mercredi,3,13,0,0,500,42,standard,1,0,0,0,10.952004963137547,1,0,233.00872135308,236.43912276982348,456,0.48510828026051617,221.20937579879538,16.14683208655814,0.06829171034557291
2025-03-26,2,entreprise,Mercredi,3,13,0,0,243,19,standard,1,0,0,0,10.952004963137547,1,0,142.03328331182985,128.43059738265498,216,0.5579302346386809,120.51293068195507,7.917666700699911,0.061649379992444235
2025-03-27,1,scolaire,Jeudi,3,13,0,0,458,30,standard,1,0,0,0,12.438891313200138,0,0,223.11372789745246,227.54662534155796,458,0.4893227719016773,224.1098295309682,4.005056704167387,0.01760103758144342
2025-03-27,2,entreprise,Jeudi,3,13,0,0,239,20,standard,1,0,0,0,12.438891313200138,0,0,162.57131603097315,143.3507996744759,225,0.5946462321081989,133.79540222434474,11.018793345374132,0.07686593566548527
2025-03-28,1,scolaire,Vendredi,3,13,0,0,498,28,standard,1,0,0,0,15.272050890986176,0,0,269.63871978028,246.06312265433044,451,0.5161869788498968,232.80032746130348,14.901260007710148,0.060558688546936155
2025-03-28,2,entreprise,Vendredi,3,13,0,0,230,18,standard,1,0,0,0,15.272050890986176,0,0,121.79556814799415,119.73660584585177,187,0.5496344031526745,102.78163338955014,17.546742036437394,0.14654450836051733
2025-03-29,1,scolaire,Samedi,3,13,0,0,474,39,pizza,1,0,0,1,13.454742953323299,0,0,4.175525161772479,0.0,3,0.47417420982803804,1.422522629484114,2.1697258089907243,0.0
2025-03-29,2,entreprise,Samedi,3,13,0,0,227,10,pizza,1,0,0,1,13.454742953323299,0,0,11.192951239155132,0.0,2,0.5283681120109212,1.0567362240218423,0.8574338030869233,0.0
2025-03-30,1,scolaire,Dimanche,3,13,0,0,488,30,poisson,0,1,0,1,15.577497431558339,1,0,3.52960230709626,0.0,0,0.5169495493509528,0.0,1.1249945818082534,0.0
2025-03-30,2,entreprise,Dimanche,3,13,0,0,252,16,poisson,0,1,0,1,15.577497431558339,1,0,10.768797390223826,0.0,0,0.5640461238366239,0.0,1.714076389539916,0.0
2025-03-31,1,scolaire,Lundi,3,14,0,0,455,60,pizza,1,0,0,1,15.81748160903993,1,0,199.44158453288847,228.68187673844469,391,0.5221576088868607,204.16362507476254,24.757484901410837,0.10826168323660933
2025-03-31,2,entreprise,Lundi,3,14,0,0,236,25,pizza,1,0,0,1,15.81748160903993,1,0,94.2197469499351,121.50615950640378,217,0.5655254835865712,122.71902993828594,0.9169343798169984,0.007546402450228648
2025-04-01,1,scolaire,Mardi,4,14,0,0,486,46,pates,1,0,0,1,15.03073152772397,1,0,252.68116457223866,253.2622927649605,468,0.5306012941120294,248.32140564442975,6.633204205781212,0.02619104539157411
2025-04-01,2,entreprise,Mardi,4,14,0,0,239,21,pates,1,0,0,1,15.03073152772397,1,0,103.29037699025262,137.5788800675006,227,0.5576491566534374,126.58635856033028,11.303210268704618,0.08215803372697104
2025-04-02,1,scolaire,Mercredi,4,14,0,0,487,49,vegetarien,0,0,1,1,8.21700469906543,1,0,234.57539553954535,240.16906142895576,445,0.5186172413054773,230.7846723809374,10.227748836699122,0.04258562187754806
2025-04-02,2,entreprise,Mercredi,4,14,0,0,231,14,vegetarien,0,0,1,1,8.21700469906543,1,0,119.03654857599369,132.48010701443883,207,0.576071700387572,119.24684198022742,13.808938670716893,0.10423405431890144
2025-04-03,1,scolaire,Jeudi,4,14,0,0,476,23,standard,1,0,0,0,15.405957851199659,0,0,245.83607797429917,245.47771404727618,435,0.5069143344662489,220.50773549281826,26.38713166681523,0.10749298268979876
2025-04-03,2,entreprise,Jeudi,4,14,0,0,252,13,standard,1,0,0,0,15.405957851199659,0,0,161.86326854007774,145.42114229968948,226,0.5813444483314397,131.3838453229054,15.158614458662084,0.10423941263934393
2025-04-04,1,scolaire,Vendredi,4,14,0,0,487,49,standard,1,0,0,0,15.25866739517524,0,0,224.94407440982337,227.84412631992797,392,0.5266614074523651,206.45127172132712,21.639114102615466,0.09497332431660249
2025-04-04,2,entreprise,Vendredi,4,14,0,0,227,13,standard,1,0,0,0,15.25866739517524,0,0,128.4405870508808,122.86539554272625,195,0.5541361682670248,108.05655281206984,16.217467802126983,0.13199377848002275
2025-04-05,1,scolaire,Samedi,4,14,0,0,480,39,standard,1,0,0,0,13.535837360286058,0,0,14.142672964352684,0.0,0,0.5201267812472454,0.0,1.2549121069039249,0.0
2025-04-05,2,entreprise,Samedi,4,14,0,0,247,14,standard,1,0,0,0,13.535837360286058,0,0,0.0,0.0,0,0.5444103520654917,0.0,1.851172202667546,0.0
2025-04-06,1,scolaire,Dimanche,4,14,0,0,499,21,standard,1,0,0,0,15.635910093434129,1,0,23.527826613540398,0.0,0,0.48018376009752006,0.0,0.7683118600291257,0.0
2025-04-06,2,entreprise,Dimanche,4,14,0,0,232,4,standard,1,0,0,0,15.635910093434129,1,0,0.0,0.0,0,0.6084083002449481,0.0,0.26342498820333426,0.0
2025-04-07,1,scolaire,Lundi,4,15,0,0,491,45,standard,1,0,0,0,14.141515922062002,0,1,275.75748508215923,294.5008445636927,467,0.5379563081682109,251.2255959145545,45.27671925093032,0.15374054128098832
2025-04-07,2,entreprise,Lundi,4,15,0,0,241,26,standard,1,0,0,0,14.141515922062002,0,1,165.57477087538805,149.95828082215647,227,0.5891009115254143,133.72590691626905,17.215311619420913,0.11480067339420535
2025-04-08,1,scolaire,Mardi,4,15,0,0,495,24,standard,1,0,0,0,12.696407006750496,0,0,205.00861304577617,231.856066591497,495,0.47211479390199057,233.69682298148533,1.348599540665366,0.005816537649805984
2025-04-08,2,entreprise,Mardi,4,15,0,0,241,13,standard,1,0,0,0,12.696407006750496,0,0,147.170228115517,133.38670466164453,230,0.564067764812399,129.73558590685175,5.082141517386437,0.038100810199022866
2025-04-09,1,scolaire,Mercredi,4,15,0,0,482,21,eco,1,0,0,0,16.6040302238018,0,0,217.70799375494127,215.88179730678442,425,0.4751105642479785,201.92198980539087,15.190492736524853,0.07036486135483673
2025-04-09,2,entreprise,Mercredi,4,15,0,0,237,18,eco,1,0,0,0,16.6040302238018,0,0,125.49309277877718,117.40816902893076,216,0.5368070338515597,115.9503193119369,1.7889733613448344,0.015237213697660257
2025-04-10,1,scolaire,Jeudi,4,15,0,0,465,49,pizza,1,0,0,1,15.20527835598012,1,0,204.65503114910965,242.8248760208308,465,0.5149496533139407,239.45158879098244,4.397019877757081,0.018107781829485546
2025-04-10,2,entreprise,Jeudi,4,15,0,0,235,22,pizza,1,0,0,1,15.20527835598012,1,0,140.38100824226117,124.66669863454504,235,0.536467705611414,126.06991081868229,0.46657541247605805,0.0037425825628366353
2025-04-11,1,scolaire,Vendredi,4,15,0,0,463,25,standard,1,0,0,0,16.15935152753107,0,0,212.7329691193251,224.03274895861207,401,0.5095882317428918,204.3448809288996,21.197114271452946,0.09461614147924825
2025-04-11,2,entreprise,Vendredi,4,15,0,0,239,25,standard,1,0,0,0,16.15935152753107,0,0,130.39281989496595,117.65290719543309,193,0.5472676943379553,105.62266500722538,12.218883797776824,0.10385534951108392
2025-04-12,1,scolaire,Samedi,4,15,0,0,493,31,pates,1,0,0,1,17.04233152872736,1,0,4.241709175453748,0.0,0,0.534276402729648,0.0,0.9356085470581545,0.0
2025-04-12,2,entreprise,Samedi,4,15,0,0,243,20,pates,1,0,0,1,17.04233152872736,1,0,5.961481251832218,0.0,0,0.5694227258679987,0.0,0.5756483684925401,0.0
2025-04-13,1,scolaire,Dimanche,4,15,0,0,459,33,standard,1,0,0,0,9.824683235112346,1,0,11.150792712006417,0.0,0,0.5162015231795549,0.0,0.303356628108416,0.0
2025-04-13,2,entreprise,Dimanche,4,15,0,0,248,30,standard,1,0,0,0,9.824683235112346,1,0,0.0,0.0,0,0.5532534967586299,0.0,1.2986344217863812,0.0
2025-04-14,1,scolaire,Lundi,4,16,0,0,471,43,standard,1,0,0,0,15.038720018402707,0,0,230.26263080425755,218.30273839657116,412,0.5026190550427043,207.07905067759418,11.408510129475118,0.05226004132275379
2025-04-14,2,entreprise,Lundi,4,16,0,0,243,15,standard,1,0,0,0,15.038720018402707,0,0,106.00028969534485,121.53165508298878,214,0.5583682446062976,119.49080434574769,2.9272195195392783,0.024086066445325748
2025-04-15,1,scolaire,Mardi,4,16,0,0,468,35,standard,1,0,0,0,9.760075171571753,0,0,270.3896493744971,267.07263512022143,446,0.5676520456536814,253.17281236154193,15.589888278999979,0.05837321473232279
2025-04-15,2,entreprise,Mardi,4,16,0,0,248,21,standard,1,0,0,0,9.760075171571753,0,0,154.29100245898567,132.81438628246394,225,0.5512918505411208,124.0406663717522,9.698415614822167,0.07302232752253203
2025-04-16,1,scolaire,Mercredi,4,16,0,0,455,19,standard,1,0,0,0,15.265821606021586,0,0,196.91613428157774,209.5068449078795,420,0.4735928797522771,198.90900949595638,12.465614946919272,0.059499797977485766
2025-04-16,2,entreprise,Mercredi,4,16,0,0,242,9,standard,1,0,0,0,15.265821606021586,0,0,130.7084219484815,137.1669288813451,231,0.5809834724288271,134.20718213105906,4.02682508084755,0.029357113363170182
2025-04-17,1,scolaire,Jeudi,4,16,0,0,488,36,vegetarien,0,0,1,1,18.101005144177794,1,0,218.06070442180857,230.45037526160294,420,0.48873044104262625,205.26678523790304,26.325882661545908,0.11423666649126199
2025-04-17,2,entreprise,Jeudi,4,16,0,0,252,8,vegetarien,0,0,1,1,18.101005144177794,1,0,149.25698555866353,139.72740383994216,224,0.5415422711620947,121.30546874030922,18.937838548157195,0.1355341760292813
2025-04-18,1,scolaire,Vendredi,4,16,0,0,485,41,standard,1,0,0,0,13.836663020852193,0,0,202.42729194279147,239.84390431821956,415,0.5355553477816986,222.2554693294049,19.389482227405573,0.08084208886826676
2025-04-18,2,entreprise,Vendredi,4,16,0,0,252,15,standard,1,0,0,0,13.836663020852193,0,0,159.95317134492382,134.25165649890045,204,0.561980696420144,114.64406206970938,20.58456441123965,0.1533281968212306
2025-04-19,1,scolaire,Samedi,4,16,0,0,518,59,eco,1,0,0,0,14.554511847195728,1,0,11.215881907607246,0.0,5,0.48158299204381744,2.4079149602190872,1.949799160226266,0.0
2025-04-19,2,entreprise,Samedi,4,16,0,0,248,23,eco,1,0,0,0,14.554511847195728,1,0,0.0,0.0,3,0.5468158281600421,1.6404474844801264,0.43209542541598767,0.0
2025-04-20,1,scolaire,Dimanche,4,16,0,0,508,30,vegetarien,0,0,1,1,21.14229704985183,0,0,0.0,0.0,1,0.4981305725907604,0.4981305725907604,1.1692817329100418,0.0
2025-04-20,2,entreprise,Dimanche,4,16,0,0,243,23,vegetarien,0,0,1,1,21.14229704985183,0,0,0.0,0.0,4,0.5602289087818294,2.2409156351273176,0.5505436815670278,0.0
2025-04-21,1,scolaire,Lundi,4,17,0,0,494,31,standard,1,0,0,0,16.709079744503722,1,0,267.22960936485885,254.6082615950243,431,0.5399140277179985,232.70294594645733,22.598288451785464,0.08875709024607352
2025-04-21,2,entreprise,Lundi,4,17,0,0,236,25,standard,1,0,0,0,16.709079744503722,1,0,115.44655477554423,126.98694568480525,200,0.5857466222321014,117.14932444642028,10.84615728017843,0.08541159267740572
2025-04-22,1,scolaire,Mardi,4,17,0,0,482,32,eco,1,0,0,0,17.777234060681813,1,0,221.79080149823238,227.6277852327395,440,0.4919601483974159,216.462465294863,12.07657526355727,0.05305404720785513
2025-04-22,2,entreprise,Mardi,4,17,0,0,255,14,eco,1,0,0,0,17.777234060681813,1,0,122.96853629764757,123.53841580465615,213,0.5027630969351498,107.08853964718689,18.37839005482636,0.14876659972625034
2025-04-23,1,scolaire,Mercredi,4,17,0,0,484,21,standard,1,0,0,0,10.697965632625653,0,0,277.78023791833874,258.4191116128097,444,0.5134747598995392,227.9827933953954,32.779354345852965,0.12684570479820548
2025-04-23,2,entreprise,Mercredi,4,17,0,0,245,23,standard,1,0,0,0,10.697965632625653,0,0,178.21957467012172,133.263045918953,219,0.5626211565209229,123.21403327808213,10.824653922899993,0.0812277240720076
2025-04-24,1,scolaire,Jeudi,4,17,0,0,490,32,standard,1,0,0,0,19.94684780736584,0,0,240.95128927621826,258.862311119807,460,0.5267316625321087,242.29656476476998,17.176534703138813,0.06635394171069248
2025-04-24,2,entreprise,Jeudi,4,17,0,0,234,13,standard,1,0,0,0,19.94684780736584,0,0,111.35566516264868,130.71731714928003,222,0.5461298767085544,121.24083262929908,10.325560039021157,0.07899152357318732
2025-04-25,1,scolaire,Vendredi,4,17,0,0,490,30,gourmet,1,0,0,0,17.55054938706283,1,0,244.4903838079741,245.95528482311144,400,0.5397536141414138,215.9014456565655,31.38917507025205,0.1276214702718294
2025-04-25,2,entreprise,Vendredi,4,17,0,0,251,19,gourmet,1,0,0,0,17.55054938706283,1,0,141.99575881860005,130.5071057807588,208,0.5581335228422524,116.0917727511885,14.415333029570292,0.11045630767252525
2025-04-26,1,scolaire,Samedi,4,17,0,0,490,26,standard,1,0,0,0,13.548020578012068,0,0,0.0,0.0,5,0.5064796538863726,2.532398269431863,1.4338150231920013,0.0
2025-04-26,2,entreprise,Samedi,4,17,0,0,245,13,standard,1,0,0,0,13.548020578012068,0,0,0.0,0.0,7,0.5475558510941057,3.8328909576587398,1.2419517485968952,0.0
2025-04-27,1,scolaire,Dimanche,4,17,0,0,481,47,eco,1,0,0,0,15.256653868810714,1,0,1.3147571212359228,0.0,5,0.5287260351312658,2.643630175656329,1.0092560708229223,0.0
2025-04-27,2,entreprise,Dimanche,4,17,0,0,238,19,eco,1,0,0,0,15.256653868810714,1,0,1.2737009804771717,0.0,0,0.5366768431610054,0.0,1.060638402045459,0.0
2025-04-28,1,scolaire,Lundi,4,18,0,0,514,54,eco,1,0,0,0,18.274051921043345,1,0,228.9484605904882,210.7372379045479,424,0.47698270981628865,202.24066896210638,9.823534782118543,0.04661508748903718
2025-04-28,2,entreprise,Lundi,4,18,0,0,251,27,eco,1,0,0,0,18.274051921043345,1,0,97.14317300236313,116.55783292598905,211,0.5457871831391422,115.161095642359,2.8264687254610754,0.02424949619006561
2025-04-29,1,scolaire,Mardi,4,18,0,0,473,21,vegetarien,0,0,1,1,9.099435421371718,0,0,259.5835746869989,256.3423235100649,473,0.5103193973685465,241.38107495532248,17.131373193841576,0.06683006129952995
2025-04-29,2,entreprise,Mardi,4,18,0,0,246,9,vegetarien,0,0,1,1,9.099435421371718,0,0,123.68257368888528,132.69009529695467,237,0.5592877852761983,132.551205110459,1.8935048408081325,0.014270129481560406
2025-04-30,1,scolaire,Mercredi,4,18,0,0,499,29,standard,1,0,0,0,18.44085269436491,1,0,246.0643248650265,259.5159283011241,440,0.5420935843080507,238.5211770955423,22.472773089201432,0.08659496639114035
2025-04-30,2,entreprise,Mercredi,4,18,0,0,234,19,standard,1,0,0,0,18.44085269436491,1,0,114.48230117807009,128.6852091151895,216,0.5674877290341254,122.57734947137108,7.126287788136161,0.055377675780572684
2025-05-01,1,scolaire,Jeudi,5,18,0,1,509,39,standard,1,0,0,0,17.279320213538202,1,0,32.95245724634209,24.793261936394103,38,0.5353364574356849,20.342785382556027,5.614906966222517,0.2264690697265767
2025-05-01,2,entreprise,Jeudi,5,18,0,1,240,17,standard,1,0,0,0,17.279320213538202,1,0,18.00304019692044,12.960820993675037,21,0.5600598658239991,11.761257182303982,2.8533127095489386,0.2201490716476505
2025-05-02,1,scolaire,Vendredi,5,18,0,0,467,36,poisson,0,1,0,1,19.56345269106877,1,0,207.47620323829244,206.5605711261197,365,0.5210434663731507,190.1808652262,17.783631116635306,0.08609402568787997
2025-05-02,2,entreprise,Vendredi,5,18,0,0,247,26,poisson,0,1,0,1,19.56345269106877,1,0,79.45313317776281,105.32717453725412,199,0.5178409331644512,103.0503456997258,3.4740490541937206,0.032983406888646316
2025-05-03,1,scolaire,Samedi,5,18,0,0,498,24,pates,1,0,0,1,21.358266875303656,0,0,15.08735462044843,0.0,0,0.5397227263392154,0.0,0.627124909721507,0.0
2025-05-03,2,entreprise,Samedi,5,18,0,0,252,18,pates,1,0,0,1,21.358266875303656,0,0,0.0,0.0,0,0.544753530839447,0.0,0.6266248995591612,0.0
2025-05-04,1,scolaire,Dimanche,5,18,0,0,526,17,poisson,0,1,0,1,19.964308293786345,0,0,4.977989506220318,0.0,7,0.5229968482797456,3.660977937958219,1.1077889373827894,0.0
2025-05-04,2,entreprise,Dimanche,5,18,0,0,256,13,poisson,0,1,0,1,19.964308293786345,0,0,0.0,0.0,5,0.5471126575957396,2.7355632879786977,2.06707557415592,0.0
2025-05-05,1,scolaire,Lundi,5,19,0,0,468,28,standard,1,0,0,0,18.801192820964335,0,0,265.2883253218312,260.8449450895185,422,0.546380263954828,230.5724713889374,31.618725188822076,0.12121655329748082
2025-05-05,2,entreprise,Lundi,5,19,0,0,244,21,standard,1,0,0,0,18.801192820964335,0,0,95.83578196711223,124.96209950487508,212,0.5622079145122444,119.18807787659581,7.3659685582480074,0.05894562101175839
2025-05-06,1,scolaire,Mardi,5,19,0,0,494,23,pates,1,0,0,1,18.42481599760346,0,0,314.2892459092719,292.66960379863235,494,0.5515837100596327,272.48235276945854,22.065310619016515,0.07539324320881055
2025-05-06,2,entreprise,Mardi,5,19,0,0,250,17,pates,1,0,0,1,18.42481599760346,0,0,120.2514013786112,142.8779646731303,250,0.5380532465090592,134.51331162726478,10.346792086550362,0.07241698963322499
2025-05-07,1,scolaire,Mercredi,5,19,0,0,488,30,eco,1,0,0,0,21.336990789694617,0,0,236.76008266438987,240.44468619823164,442,0.522673609575134,231.02173543220923,10.893141132848697,0.04530414585194028
2025-05-07,2,entreprise,Mercredi,5,19,0,0,245,11,eco,1,0,0,0,21.336990789694617,0,0,146.46165831110224,125.99313142235309,223,0.5363164850696956,119.59857617054213,7.448217585704554,0.05911606054727462
2025-05-08,1,scolaire,Jeudi,5,19,0,1,511,28,poisson,0,1,0,1,14.1105428356145,0,0,26.938269091656913,27.97345645123525,53,0.5212340926810074,27.625406912093393,2.579326540971773,0.09220621504061131
2025-05-08,2,entreprise,Jeudi,5,19,0,1,229,4,poisson,0,1,0,1,14.1105428356145,0,0,20.396022548973207,17.792943475688066,26,0.5602905576387515,14.567554498607539,5.036815193025585,0.2830793679476244
2025-05-09,1,scolaire,Vendredi,5,19,0,0,484,45,standard,1,0,0,0,22.045209384847382,0,0,194.17814726248042,234.93008616623803,409,0.5200267969350898,212.69095994645173,22.72688396396168,0.09673892490670603
2025-05-09,2,entreprise,Vendredi,5,19,0,0,243,18,standard,1,0,0,0,22.045209384847382,0,0,160.55062204136206,116.64759735447419,196,0.5402968393537835,105.89818051334156,11.702367190521839,0.10032240231198365
2025-05-10,1,scolaire,Samedi,5,19,0,0,477,27,standard,1,0,0,0,18.674099859018625,0,0,7.734290843343365,0.0,0,0.5047605108337949,0.0,0.40770660950577764,0.0
2025-05-10,2,entreprise,Samedi,5,19,0,0,252,11,standard,1,0,0,0,18.674099859018625,0,0,0.0,0.0,3,0.5597872264676362,1.6793616794029087,1.5677792282847594,0.0
2025-05-11,1,scolaire,Dimanche,5,19,0,0,503,49,vegetarien,0,0,1,1,19.341678525228332,0,0,9.352777034105113,0.0,9,0.49544000238355007,4.458960021451951,0.40647532002499254,0.0
2025-05-11,2,entreprise,Dimanche,5,19,0,0,242,16,vegetarien,0,0,1,1,19.341678525228332,0,0,0.0,0.0,0,0.5469887275918882,0.0,2.5689797263656367,0.0
2025-05-12,1,scolaire,Lundi,5,20,0,0,482,12,vegetarien,0,0,1,1,20.54673618867164,0,0,204.0214094403766,207.76607169690078,419,0.48378762640039213,202.7070154617643,6.232394534513854,0.02999717174036949
2025-05-12,2,entreprise,Lundi,5,20,0,0,255,22,vegetarien,0,0,1,1,20.54673618867164,0,0,130.64306505826272,126.51167258724011,225,0.5419820600939086,121.94596352112943,6.101433288480385,0.04822822403421272
2025-05-13,1,scolaire,Mardi,5,20,0,0,493,42,eco,1,0,0,0,21.324925964004855,1,0,255.00357577733678,235.17024624037325,422,0.5005317068265219,211.22438028079225,25.912054458899824,0.11018423832585726
2025-05-13,2,entreprise,Mardi,5,20,0,0,239,27,eco,1,0,0,0,21.324925964004855,1,0,103.4234739778184,122.83084139750147,200,0.5608974562490886,112.17949124981772,11.748411441553948,0.09564708104159356
2025-05-14,1,scolaire,Mercredi,5,20,0,0,497,22,eco,1,0,0,0,16.115152793482743,0,0,264.4677571479335,247.44984047438473,446,0.5154898940773074,229.9084927584791,19.340949515390324,0.07816109106521102
2025-05-14,2,entreprise,Mercredi,5,20,0,0,247,18,eco,1,0,0,0,16.115152793482743,0,0,120.40866765651327,125.14470075800871,216,0.5390088232489684,116.42590582177716,10.308944339578565,0.08237619553314436
2025-05-15,1,scolaire,Jeudi,5,20,0,0,498,33,standard,1,0,0,0,21.599277327337525,1,0,260.6339377851324,258.01379300585216,460,0.5080050110176227,233.68230506810647,26.247659080859517,0.10172967411964746
2025-05-15,2,entreprise,Jeudi,5,20,0,0,230,9,standard,1,0,0,0,21.599277327337525,1,0,113.50686642420956,129.60948935083508,225,0.5612093689623474,126.27210801652816,5.739486980547717,0.044282922564502315
2025-05-16,1,scolaire,Vendredi,5,20,0,0,462,48,poisson,0,1,0,1,22.2752645825138,1,0,162.87191535352156,184.48430049879275,377,0.4884876134565877,184.15983027313357,1.5565592017523238,0.008437353192352049
